case_id,dsc_NCR/NET,dsc_Edema,dsc_Enhancing Tumor,mean_dsc
,0.9030563831329346,0.9541181921958923,0.965218722820282,0.940797766049703
,0.9043745994567871,0.9803682565689087,0.941171407699585,0.9419714212417603
,0.9608343243598938,0.9263215065002441,0.9403939843177795,0.9425166050593058
,0.9333900213241577,0.9600059986114502,0.9429734945297241,0.9454565048217773
,0.9724995493888855,0.9364272952079773,0.9358488321304321,0.9482585589090983
,0.9267716407775879,0.943623960018158,0.9763175845146179,0.9489043951034546
,0.920183539390564,0.9674025177955627,0.9611694812774658,0.9495851794878641
,0.9739840030670166,0.9037216305732727,0.9735366702079773,0.9504141012827555
,0.9730038046836853,0.9262402653694153,0.9540519714355469,0.9510986804962158
,0.9669210910797119,0.9576637148857117,0.9297004342079163,0.9514284133911133
,0.9839100241661072,0.9458978176116943,0.9312006235122681,0.9536694884300232
,0.9936915040016174,0.9258167743682861,0.9419007897377014,0.953803022702535
,0.9856593608856201,0.9541914463043213,0.9241812229156494,0.9546773433685303
,0.949142336845398,0.9510524272918701,0.9660705327987671,0.9554217656453451
,0.9556587338447571,0.9618891477584839,0.9529688358306885,0.9568389058113098
,0.9379723072052002,0.9623475670814514,0.9742943048477173,0.9582047263781229
,0.984950602054596,0.9276114106178284,0.9627609252929688,0.9584409793217977
,0.9499533176422119,0.9653949737548828,0.9606507420539856,0.9586663444836935
,0.9496396780014038,0.9733206033706665,0.9538990259170532,0.9589531024297079
,0.9539707899093628,0.9508803486824036,0.9775605797767639,0.9608039061228434
,0.9814478158950806,0.9289247393608093,0.972791850566864,0.961054801940918
,0.9790984392166138,0.9651871919631958,0.9452507495880127,0.963178793589274
,0.9571743607521057,0.9669424295425415,0.9664639830589294,0.9635269244511923
,0.9576946496963501,0.9701520204544067,0.980525016784668,0.969457228978475
,0.9677487015724182,0.9729173183441162,0.9677941203117371,0.9694867134094238
,0.9741025567054749,0.971447765827179,0.9668489098548889,0.9707997441291809
,0.9723145365715027,0.9702680706977844,0.9784250855445862,0.9736692309379578
,0.968542754650116,0.9772865176200867,0.9792531728744507,0.9750274817148844
,0.9716386795043945,0.9779794812202454,0.9784061908721924,0.9760081171989441
,0.987094521522522,0.9733327627182007,0.9731923937797546,0.9778732260068258
,0.9863364100456238,0.9753068685531616,0.9754260778427124,0.9790231188138326
,0.9827314019203186,0.9730671644210815,0.9835012555122375,0.9797666072845459
